user_id,card_id,year,month,day,time,amount,use_chip,merchant_name,merchant_city,merchant_state,zip,mcc,errors,is_fraud,tx_date,declined
2415,3890,2023,9,25,20:40,26.58,Chip Transaction,Restaurants Merchant 03853,Rochester,NY,48070,5812,,False,2023-09-25,False
4564,7323,2023,9,25,16:09,340.57,Chip Transaction,Medical/Doctors Merchant 00232,Sacramento,CA,84222,8011,,False,2023-09-25,False
4630,7421,2023,9,25,00:26,61.27,Chip Transaction,Starbucks #7743,Georgetown,AZ,45038,7997,Technical Glitch,False,2023-09-25,True
3601,5794,2023,9,25,05:21,25.05,Chip Transaction,Grocery Merchant 00238,Springfield,MD,15194,5411,,False,2023-09-25,False
2527,4071,2023,9,25,16:25,74.36,Chip Transaction,Grocery Merchant 03236,Springfield,IL,21880,5411,,False,2023-09-25,False
1955,3156,2023,9,25,11:29,49.55,Chip Transaction,Grocery Merchant 03803,Jacksonville,FL,52331,5411,Bad CVV,False,2023-09-25,True
1407,2278,2023,9,26,12:50,39.12,Chip Transaction,Chick-fil-A #4016,Franklin,IN,72510,5812,Technical Glitch,False,2023-09-26,True
4231,6783,2023,9,26,05:34,41.03,Chip Transaction,Home Depot #668,Fort Worth,TX,20710,4121,Technical Glitch,False,2023-09-26,True
301,483,2023,9,26,19:02,60.48,Chip Transaction,Kroger #6917,Riverside,AL,97225,5411,,False,2023-09-26,False
396,650,2023,9,26,12:48,22.58,Chip Transaction,Fast Merchant 02016,Buffalo,NY,39255,5814,,False,2023-09-26,False
4470,7175,2023,9,26,12:49,45.07,Chip Transaction,Taxis/Rideshare Merchant 01883,Georgetown,TN,54035,4121,Bad PIN,False,2023-09-26,True
3357,5401,2023,9,26,02:37,0.5,Swipe Transaction,Panera #2423,Franklin,CO,24497,7011,,False,2023-09-26,False
924,1491,2023,9,26,23:57,34.63,Swipe Transaction,Panera #1844,Madison,NJ,46725,5541,Bad Card Number,False,2023-09-26,True
1365,2209,2023,9,26,19:06,60.03,Chip Transaction,Grocery Merchant 02552,Riverside,WA,45592,5411,,False,2023-09-26,False
4800,7684,2023,9,26,11:36,96.43,Chip Transaction,Hotels Merchant 02023,Dallas,TX,46677,7011,,False,2023-09-26,False
4007,6425,2023,9,26,04:27,34.7,Chip Transaction,Starbucks #2601,Riverside,IL,78080,5912,,False,2023-09-26,False
778,1252,2023,9,27,16:30,41.8,Swipe Transaction,Mobil #2872,Houston,TX,88585,5812,,False,2023-09-27,False
3895,6247,2023,9,27,00:46,37.35,Chip Transaction,Restaurants Merchant 00598,Springfield,WI,64161,5812,,False,2023-09-27,False
3585,5767,2023,9,27,00:55,121.91,Chip Transaction,Department Merchant 01145,San Jose,CA,75357,5311,,False,2023-09-27,False
4506,7229,2023,9,27,23:11,4.13,Swipe Transaction,Fast Merchant 02858,Springfield,AL,81549,5814,,False,2023-09-27,False
4830,7733,2023,9,28,07:05,20.33,Swipe Transaction,Restaurants Merchant 00548,Georgetown,MO,58245,5812,,False,2023-09-28,False
3515,5646,2023,9,28,23:14,92.19,Swipe Transaction,Grocery Merchant 02686,San Diego,CA,30906,5411,,False,2023-09-28,False
2163,3490,2023,9,28,03:17,64.43,Chip Transaction,Nike #9997,Franklin,WA,58684,5812,Technical Glitch,False,2023-09-28,True
4682,7503,2023,9,28,18:57,9.8,Swipe Transaction,Fast Merchant 01043,Franklin,SC,84935,5814,,False,2023-09-28,False
4051,6500,2023,9,28,12:54,22.28,Swipe Transaction,Mobil #6489,Sacramento,CA,50038,7997,,False,2023-09-28,False
4910,7849,2023,9,29,07:30,14.3,Chip Transaction,Restaurants Merchant 01879,Georgetown,OR,37766,5812,,False,2023-09-29,False
3783,6079,2023,9,29,22:12,0.5,Chip Transaction,Kroger #6232,Springfield,GA,22651,5999,,False,2023-09-29,False
2723,4398,2023,9,29,08:29,26.19,Chip Transaction,Bookstores Merchant 01493,New York,NY,34832,5942,,False,2023-09-29,False
2727,4405,2023,9,29,02:25,42.36,Chip Transaction,Mobil #282,Georgetown,PA,68794,5812,,False,2023-09-29,False
4616,7397,2023,9,29,23:39,34.8,Chip Transaction,Restaurants Merchant 01963,Riverside,MA,71777,5812,,False,2023-09-29,False
3136,5045,2023,9,29,18:30,37.11,Chip Transaction,Department Merchant 03110,Franklin,LA,82068,5311,,False,2023-09-29,False
2187,3531,2023,9,29,13:10,144.7,Chip Transaction,Panera #7712,Madison,MO,13041,5411,,False,2023-09-29,False
3770,6061,2023,9,30,15:27,43.66,Chip Transaction,Misc Merchant 00218,San Francisco,CA,81542,5999,Bad PIN,False,2023-09-30,True
4986,7969,2023,9,30,03:51,49.25,Swipe Transaction,Safeway #914,Franklin,AL,62899,5411,,False,2023-09-30,False
1313,2112,2023,9,30,01:20,85.55,Chip Transaction,Misc Merchant 02101,Madison,WI,11364,5999,Technical Glitch,False,2023-09-30,True
4586,7356,2023,9,30,04:36,42.27,Chip Transaction,American Airlines #4707,Franklin,PA,16191,5411,,False,2023-09-30,False
3445,5545,2023,9,30,20:33,32.11,Chip Transaction,Gas Merchant 02293,Georgetown,UT,25840,5541,Insufficient Balance,False,2023-09-30,True
1692,2724,2023,9,30,10:30,16.63,Swipe Transaction,Albertsons #6314,Franklin,NJ,74504,5651,,False,2023-09-30,False
2749,4439,2023,9,30,02:51,0.5,Swipe Transaction,BP #9797,Franklin,OH,99634,8011,,False,2023-09-30,False
4495,7214,2023,9,30,06:12,22.59,Chip Transaction,Walmart #7371,Riverside,MA,20550,5812,,False,2023-09-30,False
1237,1992,2023,9,30,22:40,66.91,Chip Transaction,Airlines Merchant 00029,San Diego,CA,29691,4511,,False,2023-09-30,False
4003,6417,2023,10,1,22:28,29.57,Chip Transaction,Microsoft #7788,Los Angeles,CA,49722,5912,,False,2023-10-01,False
2369,3827,2023,10,1,07:09,44.19,Chip Transaction,Fast Merchant 02918,Madison,OR,35733,5814,,False,2023-10-01,False
4970,7942,2023,10,1,00:31,17.7,Chip Transaction,Panera #6487,Franklin,IL,96361,5812,,False,2023-10-01,False
141,220,2023,10,1,04:17,12.41,Chip Transaction,Home Depot #4447,Madison,IL,81320,5734,Bad Card Number,False,2023-10-01,True
1069,1723,2023,10,1,15:49,47.13,Chip Transaction,Restaurants Merchant 01790,Georgetown,PA,87502,5812,,False,2023-10-01,False
2440,3928,2023,10,1,14:42,32.24,Chip Transaction,Misc Merchant 00918,San Francisco,CA,17900,5999,Technical Glitch,False,2023-10-01,True
731,1176,2023,10,2,02:44,80.86,Chip Transaction,Panera #4588,San Jose,CA,72430,5411,,False,2023-10-02,False
2838,4583,2023,10,2,02:07,12.17,Swipe Transaction,Fast Merchant 00813,Sacramento,CA,62732,5814,Bad Expiration,False,2023-10-02,True
3747,6027,2023,10,2,19:04,112.67,Chip Transaction,Macys #3482,Springfield,GA,82036,5311,Insufficient Balance,False,2023-10-02,True
2153,3474,2023,10,2,23:58,68.05,Chip Transaction,Misc Merchant 02102,Sacramento,CA,32536,5999,,False,2023-10-02,False
3323,5339,2023,10,2,05:38,26.46,Chip Transaction,Misc Merchant 00237,Georgetown,MD,85270,5999,,False,2023-10-02,False
750,1209,2023,10,2,04:10,82.47,Chip Transaction,Misc Merchant 00463,Georgetown,CO,30420,5999,,False,2023-10-02,False
4254,6833,2023,10,2,22:15,41.75,Chip Transaction,Apple Store #7463,San Jose,CA,38889,5541,,False,2023-10-02,False
1550,2501,2023,10,2,23:51,77.39,Chip Transaction,Apparel Merchant 03314,Georgetown,MO,99576,5651,,False,2023-10-02,False
1417,2293,2023,10,2,18:18,81.36,Swipe Transaction,Grocery Merchant 03196,Springfield,OH,35301,5411,,False,2023-10-02,False
2193,3537,2023,10,3,04:40,133.35,Chip Transaction,Misc Merchant 01946,Franklin,PA,62877,5999,Insufficient Balance,False,2023-10-03,True
4231,6783,2023,10,3,02:58,46.93,Chip Transaction,Grocery Merchant 02717,Dallas,TX,38990,5411,,False,2023-10-03,False
863,1395,2023,10,3,23:36,73.15,Chip Transaction,Department Merchant 02332,Springfield,MA,20250,5311,Insufficient Balance,False,2023-10-03,True
4109,6586,2023,10,3,06:29,95.97,Chip Transaction,Grocery Merchant 03034,Franklin,IN,48050,5411,,False,2023-10-03,False
3545,5702,2023,10,3,18:27,48.26,Swipe Transaction,Chipotle #370,Franklin,VA,31150,5541,,False,2023-10-03,False
3585,5767,2023,10,3,00:18,35.64,Chip Transaction,Restaurants Merchant 01879,Georgetown,OR,37766,5812,,False,2023-10-03,False
4235,6792,2023,10,4,08:17,52.99,Chip Transaction,Gas Merchant 02479,Riverside,LA,70260,5541,,False,2023-10-04,False
2451,3949,2023,10,4,14:12,36.73,Chip Transaction,Spotify #1650,Madison,PA,76506,5651,,False,2023-10-04,False
590,949,2023,10,5,04:08,23.58,Chip Transaction,Restaurants Merchant 03398,Orlando,FL,93353,5812,,False,2023-10-05,False
819,1327,2023,10,5,12:39,57.29,Chip Transaction,Department Merchant 02934,Riverside,MI,24503,5311,,False,2023-10-05,False
2302,3714,2023,10,5,10:21,74.31,Chip Transaction,Grocery Merchant 00752,Georgetown,AL,24783,5411,Technical Glitch,False,2023-10-05,True
4096,6569,2023,10,5,14:54,63.67,Swipe Transaction,Starbucks #1514,Austin,TX,77504,5411,,False,2023-10-05,False
2286,3685,2023,10,5,16:56,57.96,Chip Transaction,Marriott #3238,Orlando,FL,33128,5411,Bad Card Number,False,2023-10-05,True
689,1104,2023,10,5,20:23,87.59,Chip Transaction,Grocery Merchant 01348,Franklin,OH,39180,5411,,False,2023-10-05,False
1496,2416,2023,10,5,00:24,51.14,Swipe Transaction,Trader Joes #4828,Franklin,GA,98774,5411,,False,2023-10-05,False
3045,4898,2023,10,6,01:35,57.48,Chip Transaction,Chick-fil-A #9574,Franklin,NJ,75745,5541,,False,2023-10-06,False
88,127,2023,10,6,23:26,11.96,Chip Transaction,Grocery Merchant 03114,Franklin,VA,72597,5411,Bad Expiration,False,2023-10-06,True
1857,2997,2023,10,6,11:07,9.05,Chip Transaction,Hilton #6458,Riverside,WI,30668,5912,,False,2023-10-06,False
538,865,2023,10,6,11:08,53.94,Chip Transaction,Grocery Merchant 00655,Miami,FL,30782,5411,,False,2023-10-06,False
1727,2773,2023,10,6,16:53,30.17,Chip Transaction,Taxis/Rideshare Merchant 00831,Madison,SC,22922,4121,,False,2023-10-06,False
465,754,2023,10,6,08:03,7.81,Swipe Transaction,Kroger #2349,Jacksonville,FL,37862,5812,,False,2023-10-06,False
4722,7567,2023,10,7,00:05,60.49,Chip Transaction,Grocery Merchant 00765,Sacramento,CA,47756,5411,,False,2023-10-07,False
2617,4218,2023,10,7,21:17,123.21,Swipe Transaction,Subway #9391,Miami,FL,87187,7011,Bad CVV,False,2023-10-07,True
2770,4473,2023,10,7,11:24,21.73,Chip Transaction,Restaurants Merchant 02357,Franklin,MO,66466,5812,,False,2023-10-07,False
1918,3104,2023,10,7,19:52,32.9,Chip Transaction,Gas Merchant 03703,Sacramento,CA,77036,5541,Bad PIN,False,2023-10-07,True
2773,4479,2023,10,7,11:24,57.55,Chip Transaction,Restaurants Merchant 00393,Franklin,MO,55284,5812,Bad Card Number,False,2023-10-07,True
676,1074,2023,10,7,22:01,107.77,Chip Transaction,Grocery Merchant 02567,Riverside,SC,60981,5411,Insufficient Balance,False,2023-10-07,True
3336,5358,2023,10,7,03:46,24.19,Swipe Transaction,Taxis/Rideshare Merchant 01090,Miami,FL,44073,4121,,False,2023-10-07,False
4349,6981,2023,10,7,00:02,73.32,Chip Transaction,Restaurants Merchant 00176,Franklin,WA,26236,5812,,False,2023-10-07,False
2417,3894,2023,10,8,03:39,52.28,Chip Transaction,Gas Merchant 03480,Miami,FL,70090,5541,,False,2023-10-08,False
4015,6437,2023,10,8,02:40,82.31,Chip Transaction,Grocery Merchant 01952,Georgetown,OR,20182,5411,,False,2023-10-08,False
4060,6512,2023,10,8,11:00,112.9,Swipe Transaction,Home Merchant 00316,San Diego,CA,53629,5200,,False,2023-10-08,False
55,82,2023,10,8,19:29,25.02,Chip Transaction,Fast Merchant 02858,Springfield,AL,81549,5814,Bad CVV,False,2023-10-08,True
4710,7546,2023,10,8,03:00,39.05,Chip Transaction,Gas Merchant 00660,Franklin,MO,45794,5541,,False,2023-10-08,False
1341,2166,2023,10,8,11:03,5.57,Chip Transaction,Transit Merchant 01607,San Diego,CA,98603,4111,Bad CVV,False,2023-10-08,True
4294,6905,2023,10,9,14:28,29.12,Chip Transaction,United #6368,Georgetown,MD,91085,5411,Bad PIN,False,2023-10-09,True
4751,7608,2023,10,9,00:39,64.66,Chip Transaction,Grocery Merchant 01148,Orlando,FL,73042,5411,,False,2023-10-09,False
1084,1744,2023,10,9,04:45,168.46,Chip Transaction,Medical/Doctors Merchant 00232,Sacramento,CA,84222,8011,Bad PIN,False,2023-10-09,True
1925,3114,2023,10,9,04:35,167.74,Swipe Transaction,Apparel Merchant 02390,Riverside,MO,50416,5651,,False,2023-10-09,False
4244,6811,2023,10,9,01:53,20.15,Chip Transaction,Fast Merchant 02152,Jacksonville,FL,11339,5814,,False,2023-10-09,False
2503,4039,2023,10,9,02:04,264.78,Chip Transaction,Electronics Merchant 03157,Jacksonville,FL,17880,5732,Bad Card Number,False,2023-10-09,True
1154,1850,2023,10,9,15:26,96.74,Swipe Transaction,Grocery Merchant 03961,New York,NY,89443,5411,,False,2023-10-09,False
2342,3782,2023,10,10,05:23,73.77,Chip Transaction,Whole Foods #1570,Orlando,FL,15956,5812,,False,2023-10-10,False
2324,3756,2023,10,10,14:37,13.64,Chip Transaction,Fast Merchant 02049,Riverside,UT,81142,5814,,False,2023-10-10,False
507,824,2023,10,11,09:58,43.88,Chip Transaction,Apparel Merchant 01109,Georgetown,TN,14885,5651,,False,2023-10-11,False
4962,7931,2023,10,11,07:00,16.12,Chip Transaction,Transit Merchant 01149,Georgetown,MN,87389,4111,,False,2023-10-11,False
3531,5683,2023,10,11,01:58,54.46,Chip Transaction,Gap #8254,Springfield,OH,75803,5999,Bad Card Number,False,2023-10-11,True
2136,3450,2023,10,11,12:12,26.4,Chip Transaction,American Airlines #4099,Madison,OR,28308,5541,,False,2023-10-11,False
1753,2814,2023,10,11,22:28,8.14,Swipe Transaction,Fast Merchant 03526,Albany,NY,64019,5814,,False,2023-10-11,False
3089,4973,2023,10,12,22:51,112.18,Chip Transaction,Grocery Merchant 03746,Madison,WI,74930,5411,,False,2023-10-12,False
3421,5508,2023,10,12,02:47,46.47,Chip Transaction,Grocery Merchant 02131,Franklin,IN,74497,5411,,False,2023-10-12,False
3130,5036,2023,10,12,13:27,81.24,Chip Transaction,Marriott #7397,Madison,OH,31074,5651,,False,2023-10-12,False
2633,4245,2023,10,12,07:21,38.37,Chip Transaction,Home Depot #4447,Madison,IL,81320,5734,,False,2023-10-12,False
3880,6224,2023,10,12,00:01,28.52,Swipe Transaction,Chipotle #3687,Jacksonville,FL,86833,5812,Technical Glitch,False,2023-10-12,True
4913,7855,2023,10,12,09:39,8.53,Swipe Transaction,Liquor Merchant 01841,Springfield,OK,43181,5921,,False,2023-10-12,False
3169,5096,2023,10,12,06:34,128.45,Chip Transaction,Grocery Merchant 03517,Riverside,OH,27075,5411,,False,2023-10-12,False
2880,4646,2023,10,13,17:13,75.77,Chip Transaction,Grocery Merchant 01635,San Diego,CA,91016,5411,Bad Card Number,False,2023-10-13,True
708,1137,2023,10,13,10:25,8.01,Swipe Transaction,Misc Merchant 02101,Madison,WI,11364,5999,,False,2023-10-13,False
994,1604,2023,10,13,12:10,77.11,Chip Transaction,Home Merchant 01960,Springfield,IN,91305,5200,,False,2023-10-13,False
2859,4610,2023,10,13,11:25,47.65,Chip Transaction,Gas Merchant 03349,Georgetown,NJ,96583,5541,,False,2023-10-13,False
2522,4065,2023,10,13,01:43,24.4,Chip Transaction,United #7444,Madison,AL,47879,5734,,False,2023-10-13,False
674,1072,2023,10,13,00:06,7.85,Chip Transaction,Fast Merchant 03262,Albany,NY,18692,5814,Bad CVV,False,2023-10-13,True
2243,3618,2023,10,13,02:54,23.62,Chip Transaction,Subway #759,Georgetown,IL,53016,5921,,False,2023-10-13,False
3923,6290,2023,10,14,13:15,20.42,Chip Transaction,Grocery Merchant 02380,Madison,PA,19548,5411,,False,2023-10-14,False
1663,2682,2023,10,14,23:38,7.12,Chip Transaction,Taco Bell #4748,Jacksonville,FL,44244,4111,,False,2023-10-14,False
3094,4978,2023,10,14,06:56,95.5,Swipe Transaction,Dunkin #6737,Franklin,MN,26222,5411,,False,2023-10-14,False
1963,3167,2023,10,14,15:31,45.59,Chip Transaction,Grocery Merchant 00197,San Antonio,TX,51717,5411,Insufficient Balance,False,2023-10-14,True
3073,4949,2023,10,14,01:27,59.45,Chip Transaction,Apparel Merchant 00435,Los Angeles,CA,79425,5651,Bad PIN,False,2023-10-14,True
3840,6168,2023,10,15,08:21,0.5,Chip Transaction,Apparel Merchant 01543,Franklin,OH,49244,5651,,False,2023-10-15,False
270,426,2023,10,15,12:21,13.51,Chip Transaction,Restaurants Merchant 02051,Houston,TX,94589,5812,,False,2023-10-15,False
2320,3748,2023,10,15,23:44,46.6,Chip Transaction,Wendys #3390,Madison,IL,88722,5812,,False,2023-10-15,False
664,1059,2023,10,15,02:45,70.37,Chip Transaction,Restaurants Merchant 03755,Albany,NY,90970,5812,,False,2023-10-15,False
502,818,2023,10,15,06:03,0.5,Chip Transaction,Bookstores Merchant 02170,Georgetown,WI,65756,5942,,False,2023-10-15,False
4515,7246,2023,10,15,01:10,456.36,Chip Transaction,Airlines Merchant 03930,Riverside,AZ,40674,4511,Technical Glitch,False,2023-10-15,True
3590,5775,2023,10,15,17:26,55.42,Chip Transaction,Department Merchant 01340,Houston,TX,59278,5311,,False,2023-10-15,False
923,1490,2023,10,15,00:42,44.19,Chip Transaction,Gas Merchant 03041,San Jose,CA,63736,5541,,False,2023-10-15,False
1647,2656,2023,10,15,19:54,55.66,Chip Transaction,Nike #2798,San Jose,CA,31717,5411,,False,2023-10-15,False
4973,7947,2023,10,16,08:11,4.98,Chip Transaction,Grocery Merchant 03670,Dallas,TX,46251,5411,,False,2023-10-16,False
1388,2250,2023,10,16,03:16,13.56,Chip Transaction,Restaurants Merchant 01443,Riverside,OK,97731,5812,,False,2023-10-16,False
209,329,2023,10,16,04:18,65.62,Chip Transaction,Restaurants Merchant 03853,Rochester,NY,48070,5812,,False,2023-10-16,False
386,633,2023,10,17,06:01,4.3,Chip Transaction,Fast Merchant 01411,Madison,TN,62976,5814,,False,2023-10-17,False
4245,6812,2023,10,17,15:41,53.1,Swipe Transaction,Gas Merchant 02293,Georgetown,UT,25840,5541,,False,2023-10-17,False
2230,3594,2023,10,17,23:12,0.5,Chip Transaction,Aldi #6511,Austin,TX,37491,5200,Bad Card Number,False,2023-10-17,True
4774,7645,2023,10,17,10:49,28.58,Chip Transaction,Drug Merchant 00555,Riverside,WA,53734,5912,Bad Expiration,False,2023-10-17,True
2706,4363,2023,10,17,13:33,6.21,Chip Transaction,Transit Merchant 03170,Orlando,FL,11002,4111,,False,2023-10-17,False
3347,5383,2023,10,18,20:43,12.35,Chip Transaction,Wendys #8886,Georgetown,IN,19417,5999,,False,2023-10-18,False
2778,4490,2023,10,19,06:24,16.53,Chip Transaction,Chevron #9764,Springfield,MN,35147,4121,Bad Card Number,False,2023-10-19,True
3544,5700,2023,10,19,13:44,0.5,Swipe Transaction,Grocery Merchant 00177,Springfield,GA,18460,5411,Bad Card Number,False,2023-10-19,True
1426,2310,2023,10,19,15:15,51.98,Swipe Transaction,Taco Bell #5179,Tampa,FL,12016,5541,,False,2023-10-19,False
1717,2760,2023,10,19,20:35,22.38,Chip Transaction,Liquor Merchant 01180,Georgetown,UT,40443,5921,,False,2023-10-19,False
2694,4344,2023,10,19,14:52,457.97,Chip Transaction,Taco Bell #3515,Riverside,LA,97408,7011,,False,2023-10-19,False
1741,2794,2023,10,19,12:55,17.88,Chip Transaction,Taxis/Rideshare Merchant 03319,Los Angeles,CA,38386,4121,Bad Expiration,False,2023-10-19,True
373,612,2023,10,19,09:08,36.9,Chip Transaction,McDonalds #5219,Albany,NY,24284,5541,,False,2023-10-19,False
2809,4539,2023,10,19,01:02,50.73,Chip Transaction,Liquor Merchant 03097,Springfield,WI,23644,5921,Insufficient Balance,False,2023-10-19,True
4527,7265,2023,10,19,04:31,40.62,Chip Transaction,Gas Merchant 00660,Franklin,MO,45794,5541,,False,2023-10-19,False
256,398,2023,10,20,11:21,86.58,Chip Transaction,Walgreens #7636,Georgetown,NJ,64361,5200,,False,2023-10-20,False
116,174,2023,10,20,12:40,65.56,Swipe Transaction,Grocery Merchant 03670,Dallas,TX,46251,5411,Bad PIN,False,2023-10-20,True
1517,2453,2023,10,20,17:42,4.2,Swipe Transaction,Microsoft #640,Franklin,GA,12747,4121,,False,2023-10-20,False
251,390,2023,10,20,18:14,106.67,Chip Transaction,Misc Merchant 03140,Springfield,CO,75640,5999,,False,2023-10-20,False
3853,6187,2023,10,20,11:26,40.36,Chip Transaction,Department Merchant 03817,San Francisco,CA,71084,5311,Technical Glitch,False,2023-10-20,True
1513,2447,2023,10,21,11:39,166.34,Chip Transaction,Department Merchant 01555,Riverside,VA,23285,5311,,False,2023-10-21,False
2913,4695,2023,10,21,15:43,153.69,Chip Transaction,Department Merchant 03441,Rochester,NY,41958,5311,,False,2023-10-21,False
4109,6586,2023,10,21,01:45,22.1,Chip Transaction,Lowes #9299,Springfield,NJ,20021,5411,,False,2023-10-21,False
1205,1940,2023,10,21,12:59,27.38,Chip Transaction,Fast Merchant 03251,Georgetown,OH,55924,5814,,False,2023-10-21,False
846,1368,2023,10,21,12:53,40.12,Chip Transaction,Hilton #9631,Franklin,MN,46311,4121,Bad CVV,False,2023-10-21,True
3565,5733,2023,10,21,16:10,312.67,Chip Transaction,Albertsons #2723,Springfield,TN,13262,8011,Bad PIN,False,2023-10-21,True
35,56,2023,10,21,04:25,38.69,Chip Transaction,Grocery Merchant 02496,San Francisco,CA,16758,5411,Insufficient Balance,False,2023-10-21,True
4337,6962,2023,10,22,19:40,32.5,Chip Transaction,Restaurants Merchant 00609,Springfield,GA,78253,5812,Bad Card Number,False,2023-10-22,True
3099,4987,2023,10,22,10:42,206.03,Chip Transaction,Chevron #3523,San Jose,CA,43741,5200,Bad PIN,False,2023-10-22,True
4654,7461,2023,10,22,01:56,19.73,Chip Transaction,Misc Merchant 03584,Buffalo,NY,45450,5999,,False,2023-10-22,False
4352,6985,2023,10,22,23:42,26.19,Chip Transaction,Misc Merchant 02035,Riverside,OK,17184,5999,Insufficient Balance,False,2023-10-22,True
270,427,2023,10,22,13:38,86.53,Chip Transaction,Amazon #5299,Franklin,VA,81307,5541,Bad PIN,False,2023-10-22,True
2039,3295,2023,10,22,19:22,38.25,Chip Transaction,Taxis/Rideshare Merchant 03775,San Francisco,CA,24504,4121,Insufficient Balance,False,2023-10-22,True
313,502,2023,10,22,11:24,62.99,Chip Transaction,Grocery Merchant 01102,Madison,LA,73899,5411,Technical Glitch,False,2023-10-22,True
2330,3762,2023,10,22,23:45,76.05,Chip Transaction,Mobil #8582,San Jose,CA,87543,5912,,False,2023-10-22,False
1992,3215,2023,10,22,21:40,15.93,Chip Transaction,Fast Merchant 01474,Springfield,VA,52549,5814,,False,2023-10-22,False
2541,4095,2023,10,22,07:20,57.57,Chip Transaction,Grocery Merchant 00564,Madison,IL,50669,5411,,False,2023-10-22,False
860,1389,2023,10,23,02:04,3.07,Chip Transaction,Drug Merchant 02497,New York,NY,80173,5912,Bad CVV,False,2023-10-23,True
4774,7644,2023,10,23,06:33,70.35,Chip Transaction,Grocery Merchant 03952,Madison,OH,13057,5411,,False,2023-10-23,False
4464,7166,2023,10,23,00:36,136.79,Chip Transaction,Grocery Merchant 02869,Franklin,AL,57516,5411,Bad Expiration,False,2023-10-23,True
1549,2500,2023,10,23,21:06,50.1,Swipe Transaction,Gas Merchant 01176,Madison,PA,13482,5541,Bad PIN,False,2023-10-23,True
2464,3972,2023,10,23,15:25,96.93,Swipe Transaction,Uber #9534,Madison,MA,76340,5411,,False,2023-10-23,False
908,1465,2023,10,23,13:49,0.5,Chip Transaction,Albertsons #8404,Georgetown,IL,93716,5812,Bad Card Number,False,2023-10-23,True
590,950,2023,10,23,03:17,0.5,Chip Transaction,Department Merchant 02925,Georgetown,VA,63921,5311,,False,2023-10-23,False
808,1308,2023,10,23,01:04,10.76,Swipe Transaction,Fast Merchant 00866,Georgetown,CO,32638,5814,,False,2023-10-23,False
1458,2362,2023,10,23,00:58,13.58,Chip Transaction,Grocery Merchant 02723,Franklin,MO,29742,5411,,False,2023-10-23,False
866,1401,2023,10,23,16:53,45.77,Chip Transaction,Exxon #5046,San Diego,CA,68536,5541,,False,2023-10-23,False
4371,7020,2023,10,23,06:31,25.74,Chip Transaction,Drug Merchant 01199,Madison,NJ,31011,5912,,False,2023-10-23,False
1708,2745,2023,10,24,20:41,24.22,Chip Transaction,Restaurants Merchant 01563,Riverside,GA,84392,5812,Bad PIN,False,2023-10-24,True
4783,7662,2023,10,24,18:33,5.21,Chip Transaction,Fast Merchant 01840,New York,NY,52700,5814,,False,2023-10-24,False
500,814,2023,10,24,20:24,0.5,Chip Transaction,Restaurants Merchant 02406,Riverside,NJ,42884,5812,,False,2023-10-24,False
1477,2390,2023,10,24,07:13,48.49,Swipe Transaction,Gas Merchant 02069,Springfield,MI,60723,5541,Bad Card Number,False,2023-10-24,True
679,1082,2023,10,24,02:37,43.85,Swipe Transaction,Drug Merchant 02167,Springfield,SC,33266,5912,,False,2023-10-24,False
1076,1732,2023,10,25,17:17,0.5,Chip Transaction,Uber #5401,Los Angeles,CA,88569,5411,,False,2023-10-25,False
3844,6175,2023,10,25,21:18,24.47,Chip Transaction,Drug Merchant 02054,San Antonio,TX,57393,5912,Bad CVV,True,2023-10-25,True
800,1292,2023,10,25,13:58,11.61,Chip Transaction,Amazon #4772,Madison,LA,99355,5734,Bad PIN,False,2023-10-25,True
4007,6425,2023,10,25,03:01,31.27,Chip Transaction,Taxis/Rideshare Merchant 03210,Madison,GA,71521,4121,Bad Card Number,False,2023-10-25,True
3972,6364,2023,10,26,22:54,40.63,Chip Transaction,Wegmans #5859,San Francisco,CA,70868,5541,,False,2023-10-26,False
2549,4111,2023,10,26,02:52,90.77,Chip Transaction,Home Merchant 01957,Riverside,PA,17245,5200,,False,2023-10-26,False
3014,4849,2023,10,26,13:25,20.01,Chip Transaction,Fast Merchant 03251,Georgetown,OH,55924,5814,Bad CVV,False,2023-10-26,True
2024,3276,2023,10,26,07:18,198.03,Chip Transaction,Nordstrom #1555,Riverside,WI,98850,7011,Bad PIN,False,2023-10-26,True
4789,7669,2023,10,26,23:56,129.19,Chip Transaction,Medical/Doctors Merchant 02112,Madison,GA,66080,8011,,False,2023-10-26,False
1426,2310,2023,10,26,13:26,16.58,Chip Transaction,Liquor Merchant 00212,Springfield,UT,39587,5921,,False,2023-10-26,False
658,1050,2023,10,26,16:27,0.5,Chip Transaction,Drug Merchant 00596,Riverside,AZ,44329,5912,Technical Glitch,False,2023-10-26,True
3997,6406,2023,10,26,19:29,129.49,Chip Transaction,Misc Merchant 03405,Springfield,MN,97513,5999,Insufficient Balance,False,2023-10-26,True
384,629,2023,10,26,22:55,0.5,Chip Transaction,Apparel Merchant 01037,Sacramento,CA,47762,5651,,False,2023-10-26,False
4573,7342,2023,10,26,15:00,19.56,Chip Transaction,Fast Merchant 02838,Riverside,NC,88036,5814,,False,2023-10-26,False
1955,3156,2023,10,26,06:31,122.41,Swipe Transaction,Grocery Merchant 03944,San Francisco,CA,80026,5411,Technical Glitch,False,2023-10-26,True
4757,7618,2023,10,26,04:42,55.52,Chip Transaction,Lowes #194,Springfield,WA,18148,5411,Insufficient Balance,False,2023-10-26,True
